id,width,height
1266184-0,2080,1560
1083923-2,2080,1560
2178911-1,2048,1536
868483-1,2736,3648
1504496-2,1560,2080
813184-3,1632,1224
2193487-0,1560,2080
1373893-1,1488,1984
972683-3,2312,1734
907171-0,1632,1224
2208136-1,2080,1560
756204-3,2304,1728
546164-2,2736,3648
715496-1,2016,1512
935011-1,1224,1632
1063057-1,3456,4608
1087582-1,2000,1500
787793-1,3000,4000
877775-2,3648,2736
2136255-1,2736,3648
2212903-2,2000,1500
681085-0,2016,1512
623868-2,2080,1560
2069032-0,4000,3000
907187-0,1504,1128
900407-0,1728,2304
765778-0,2312,1734
1016927-2,2000,1500
785485-2,3456,4608
755960-0,4608,3456
744675-2,2304,1728
763810-1,2016,1512
992689-0,2312,1734
669588-0,2000,1500
622064-1,2016,1512
868932-0,2016,1512
766392-0,4000,3000
2040072-0,2000,1500
756298-0,1728,2304
1009445-0,4608,3456
894393-2,4608,3456
706589-1,1488,1984
756123-2,2016,1512
1330890-1,3000,4000
766932-0,2000,1500
1006062-2,2304,1728
1015596-1,1952,1464
811303-1,2000,1500
1341644-1,1560,2080
648054-1,1368,1824
848594-1,2016,1512
669627-2,4000,3000
1021660-2,2080,1560
669627-0,3000,4000
806235-2,1984,1488
735429-1,3456,4608
881713-2,2040,1530
2082916-2,2000,1500
740313-1,1464,1952
886081-0,1560,2080
918551-1,1728,2304
1144162-1,1560,2080
781937-1,3456,4608
739231-0,2080,1560
1037063-1,1728,2304
779652-1,1560,2080
756233-0,1536,2048
1016927-1,2000,1500
756123-0,2016,1512
546263-2,1224,1632
756231-1,1728,2304
559454-1,3000,4000
937048-2,2000,1500
2202669-1,3456,4608
766349-0,2000,1500
879314-2,2080,1560
861998-0,2000,1500
2007795-2,2000,1500
986863-1,1560,2080
938982-1,2000,1500
2062854-1,3000,4000
1408800-2,1952,1464
559264-0,4000,3000
546161-2,2736,3648
1345869-1,2628,3504
907187-1,1504,1128
762852-1,1500,2000
968040-2,2080,1560
808514-2,2016,1512
929901-3,1224,1632
755960-1,4608,3456
937011-0,3456,4608
808836-2,1560,2080
2170754-1,2736,3648
845020-2,3456,4608
755972-1,4608,3456
648019-3,1368,1824
910939-0,2048,1536
949600-1,2016,1512
934105-2,2048,1536
865114-1,3000,4000
756321-2,1632,1224
226142-2,1500,2000
892727-2,2304,1728
849078-0,2000,1500
937054-1,1560,2080
949598-2,4000,3000
903708-1,2048,1536
816443-1,2000,1500
765527-1,2560,1920
939345-1,1296,1728
839450-2,2080,1560
941218-1,1560,2080
1377892-0,2000,1500
681174-1,1512,2016
864130-0,1728,2304
1542969-1,1560,2080
968467-1,4608,3456
744668-1,1728,2304
811297-0,1500,2000
925145-0,2736,3648
1322169-0,3456,4608
937049-0,1560,2080
2015606-3,4608,3456
897381-0,3456,4608
674255-1,2304,1728
864814-0,3456,4608
755999-1,2000,1500
2178809-2,2048,1536
1982392-2,4000,3000
2193472-0,2736,3648
916292-1,3456,4608
810731-2,2000,1500
936059-2,1500,2000
849734-1,1224,1632
857391-2,3648,2736
744508-2,1728,2304
810608-2,2000,1496
911143-0,2080,1560
861999-0,2000,1500
845268-0,4608,3456
942283-0,2000,1500
810538-0,1984,1488
1187804-0,2080,1560
699226-1,3000,4000
755602-2,4608,3456
2252585-2,1632,1224
811125-1,2080,1560
1431132-2,1728,2304
839407-2,1632,1224
949596-0,2016,1512
807001-2,4608,3456
930035-0,1952,1464
2102674-1,2048,1536
761757-2,4608,3456
777053-1,2560,1920
756319-0,1560,2080
751684-0,1508,2016
787897-0,3456,4608
666433-1,1488,1984
1015439-2,4000,3000
2071510-1,1560,2080
949601-0,2016,1512
1973428-0,1560,2080
2193471-0,2736,3648
631947-1,1224,1632
896438-2,1500,2000
2100334-0,2048,1536
581694-0,4000,3000
953160-1,1500,2000
681004-1,1512,2016
1537985-0,2112,2816
938982-2,2000,1500
1498443-2,3456,4608
2179140-0,1500,2000
706596-0,1488,1984
2052523-2,3456,4608
968460-2,4608,3456
879314-0,2080,1560
810438-0,4608,3456
553178-2,4608,3456
885816-3,4608,3456
761757-0,3456,4608
918542-1,2736,3648
849734-2,1632,1224
1329533-0,1560,2080
1145073-0,2816,2112
757989-2,3648,2736
1252055-1,3456,4608
756284-1,1464,1952
844316-2,1632,1224
681502-1,2016,1512
1083112-1,1536,2048
805906-1,4608,3456
576380-1,2000,1500
905979-1,1536,2048
766961-0,1464,1952
681502-2,2016,1512
654934-1,1464,1952
648068-2,1632,1224
930882-0,1152,864
864158-2,4000,3000
1973428-2,2080,1560
674290-2,2080,1560
767026-1,2736,3648
1329720-2,2304,1728
666433-0,1488,1984
783575-0,2080,1560
1259952-0,1560,2080
875117-1,2080,1560
840629-2,2000,1496
939078-1,4000,3000
1205446-2,864,1152
697163-0,1464,1952
755961-1,2016,1512
878347-0,2080,1560
740337-0,1464,1952
849664-0,1500,2000
681085-2,1512,2016
1087603-0,2736,3648
2039244-2,1728,2304
2017836-0,3456,4608
861997-2,2040,1530
886683-2,4608,3456
844956-1,2736,3648
918538-0,2736,3648
806352-0,1512,2016
756268-1,1560,2080
891928-1,1560,2080
876349-2,2000,1500
844480-1,2312,1734
2007220-4,2048,1536
1330604-1,2736,3648
1131210-1,2000,1500
810592-0,3456,4608
813907-0,2000,1500
848562-2,2312,1734
1046256-2,4000,3000
889276-0,4000,3000
779652-0,2080,1560
960097-2,2000,1500
918004-2,2080,1560
977872-2,2304,1728
942436-1,4608,3456
815523-2,1984,1488
876165-0,2080,1560
941124-1,3456,4608
811350-0,3000,4000
941124-0,3456,4608
876349-0,2000,1500
847697-3,2304,1728
942310-0,2736,3648
1963889-0,2000,1500
728796-2,1224,1632
669615-2,3456,4608
756114-0,2080,1560
942283-2,2000,1500
888076-0,2048,1536
1015284-1,2040,1536
742257-2,1984,1488
1583586-1,1500,2000
1419751-2,1560,2080
1015503-0,3000,4000
899505-1,2040,1530
876122-2,3000,4000
2032277-1,2736,3648
1251953-0,3648,2736
874998-2,2080,1560
863122-2,2304,1728
878068-2,2016,1512
949196-0,2000,1500
728544-1,2000,1500
813909-1,1504,1128
1081383-2,2304,1728
846452-2,2000,1500
889276-2,4000,3000
1942580-1,4000,3000
903719-1,1500,2000
1353800-1,2000,1500
847333-0,1488,1984
581672-1,3000,4000
995313-5,2080,1560
881608-2,2000,1496
975745-1,2628,3504
705559-0,2016,1512
681174-2,1512,2016
882655-1,2016,1512
995605-2,3648,2736
731640-2,4000,3000
776958-0,1728,2304
2223755-1,4000,3000
764256-2,4608,3456
654821-2,2304,1728
937049-1,1560,2080
779652-2,1560,2080
839896-0,1560,2080
907171-2,1632,1224
805620-2,3648,2736
949306-2,2000,1500
654910-1,2304,1728
556914-1,3456,4608
674243-1,1488,1984
1102755-0,1728,2304
770805-2,2000,1500
648038-0,3456,4608
763665-1,1952,1464
786065-1,2080,1560
1092376-2,1632,1224
878071-1,2016,1512
1519358-1,2000,1500
2208098-3,2080,1560
885816-1,3456,4608
933199-0,2000,1500
969331-2,2048,1536
882872-3,1560,2080
730035-0,2000,1500
765486-0,1488,1984
744636-1,1536,2048
865114-2,4000,3000
766392-1,4000,3000
1011699-0,1488,1984
1072707-2,1560,2080
513588-0,2048,1536
811195-1,3456,4608
762504-1,1560,2080
772151-1,3456,4608
839451-0,1560,2080
753073-1,2016,1512
691383-0,2016,1512
556886-0,3456,4608
756178-2,2304,1728
851885-0,1500,2000
755961-0,2016,1512
753097-0,2016,1512
816442-2,3000,4000
889231-1,3648,2736
1464504-0,1560,2080
648055-2,2000,1500
745437-1,4000,3000
786066-2,2080,1560
756298-1,1728,2304
2211272-2,1512,2016
813907-2,1500,2000
839368-0,1496,2000
938379-2,4000,3000
976247-1,1500,2000
847252-2,2000,1500
2007833-1,3456,4608
1083923-0,1560,2080
760067-0,3072,4096
838408-0,2736,3648
918488-2,3648,2736
1110103-1,3000,4000
1206315-1,1560,2080
1149819-2,4000,3000
806307-1,1560,2080
648057-0,1224,1632
755972-0,3456,4608
1166692-0,1940,2592
1966696-2,1984,1488
854369-0,1728,2304
869274-1,2000,1500
811125-8,2080,1560
811295-0,2000,1500
936164-1,2736,3648
546263-1,1632,1224
1355760-2,2000,1500
902679-0,2048,1536
289307-2,3648,2736
939363-0,3072,4096
768939-1,3456,4608
936059-1,1500,2000
941124-2,4608,3456
1051086-1,3000,4000
740309-1,3000,4000
874998-3,2080,1560
901826-2,2000,1500
2179175-1,1500,2000
1500119-0,1560,2080
878496-0,1500,2000
669645-0,4000,3000
2236670-0,3456,4608
759785-0,2736,3648
904985-0,4000,3000
935098-2,4608,3456
654903-0,1464,1952
728789-2,1952,1464
865467-2,4608,3456
669730-2,2080,1560
900407-2,2304,1728
673974-1,1560,2080
882652-0,4608,3456
612518-2,1632,1224
1353215-0,1536,2048
2156630-0,2048,1536
849273-0,1952,1464
880141-1,3456,4608
610140-2,1632,1224
2033854-0,2048,1536
968462-0,3456,4608
755578-2,1368,1824
756230-0,1500,2000
2208136-0,2080,1560
870729-2,1488,1984
847770-1,3648,2736
1298601-0,1224,1632
669664-1,3456,4608
993090-0,2736,3648
1252030-0,2000,1500
766958-1,3000,4000
661321-2,1984,1488
612518-1,1224,1632
739261-0,2080,1560
765467-0,2000,1500
756181-0,1536,2048
2041605-1,1500,2000
669654-0,3000,4000
864156-1,4000,3000
737587-0,2016,1512
904679-0,2080,1560
757982-0,1984,1488
1336749-2,1632,1224
810617-1,1496,2000
1352124-1,3456,4608
940649-0,1560,2080
742257-0,1984,1488
753073-2,2016,1512
1046256-0,3000,4000
775074-2,3648,2736
1356525-2,3456,4608
936012-2,864,1152
2060619-0,1632,1224
756202-0,1728,2304
1542969-2,1560,2080
1187330-1,1560,2080
868227-1,1500,2000
942318-0,1728,2304
937050-1,1560,2080
936066-2,2000,1500
740311-0,3000,4000
756213-0,2080,1560
514677-2,4000,3000
775304-2,2016,1512
2135771-0,3648,2736
581694-2,4000,3000
851902-1,1940,2592
2214291-2,1952,1464
674245-1,3456,4608
728824-1,1952,1464
806329-0,2000,1500
929901-1,1632,1224
886683-1,3456,4608
1570615-0,1560,2080
1083112-0,2048,1536
900287-2,3456,4608
755960-2,4608,3456
1166692-2,1940,2592
935000-0,2000,1500
1136311-2,1560,2080
673953-0,2736,3648
877769-1,1224,1632
2114402-1,1224,1632
2135740-0,2736,3648
863085-3,4000,3000
669618-0,4000,3000
1072707-0,2080,1560
880899-2,1496,2000
2028899-1,3456,4608
1431132-1,1728,2304
756118-0,2080,1560
742216-2,2040,1536
1408800-0,1464,1952
1305686-0,4608,3456
861999-1,2000,1500
514705-1,4608,3456
1360703-2,3456,4608
1150366-0,2080,1560
747581-0,1920,2560
870863-0,2304,1728
909527-0,1952,1464
868489-0,4000,3000
1051086-2,3000,4000
757585-1,2000,1500
953088-1,2000,1500
755983-1,2000,1500
756207-2,1632,1224
509715-0,4000,3000
994157-1,2000,1500
918652-0,2304,1728
970854-1,2736,3648
1330694-2,2000,1500
681085-1,1512,2016
2082911-0,2000,1500
1353119-3,2016,1512
1982392-1,3000,4000
669612-0,1224,1632
942299-1,2000,1500
2177649-2,2592,1940
853999-2,2628,3504
745543-1,2736,3648
763504-2,2000,1500
811369-1,3000,4000
756316-0,2000,1500
596206-0,2000,1500
513617-2,3648,2736
740315-0,1632,1224
999153-0,3000,4000
2192290-2,4608,3456
929901-2,1632,1224
1015272-2,2312,1734
788739-2,1560,2080
902179-0,1500,2000
1439847-0,1536,2048
939067-1,1500,2000
811295-1,2000,1500
1033460-3,2000,1500
2125771-2,1500,2000
1017251-2,3648,2736
2033826-2,2048,1536
559454-2,4000,3000
895127-2,2048,1536
868275-0,1952,1464
811097-1,2016,1512
1355784-0,2736,3648
740315-2,1224,1632
988705-0,2000,1500
864921-1,1500,2000
739261-1,1560,2080
1149840-0,2000,1500
785485-3,4608,3456
810540-2,1560,2080
844776-0,1496,2000
2062854-2,3000,4000
864124-1,3456,4608
1018645-2,3456,4608
766960-1,1464,1952
740309-0,3000,4000
2193487-1,1560,2080
622013-0,2000,1500
847770-2,2736,3648
994156-1,2000,1500
814245-1,2736,3648
2214294-0,3648,2736
883105-3,3456,4608
843038-1,2080,1560
875205-1,1224,1632
2029000-1,2000,1500
2178180-0,2048,1536
2055976-2,4608,3456
776952-1,1728,2304
938086-1,2000,1500
669733-2,2000,1500
1353216-1,2000,1500
811350-2,4000,3000
756324-2,1536,2048
935634-0,1224,1632
999153-1,4000,3000
756283-2,1464,1952
939065-2,4000,3000
514723-1,3000,4000
648068-1,1632,1224
779693-1,2736,3648
1948798-2,2048,1536
1258298-1,1560,2080
892135-0,1560,2080
849906-1,2112,2816
1130402-0,1224,1632
990555-1,1224,1632
767977-0,3456,4608
2211229-2,2016,1512
909527-1,1952,1464
1061966-1,1504,1128
1075869-2,2000,1500
923399-0,1728,2304
813911-1,1500,2000
